TournamentId,TournamentName,GameId,GameName,Location,CountryName,CountryCode,StartDate,EndDate,TotalUSDPrize,latitude,longitude,year,TournamentsByCountry,TournamentsByGame
60295,PiG Sty Festival 3.0,151,StarCraft II,Online,,,15/03/2023,19/03/2023,10000.0,,,2023.0,0,65
60309,GIRLGAMER Esports Festival 2023,164,League of Legends,"Manama, Bahrain",Bahrain,BH,16/03/2023,18/03/2023,15000.0,,,2023.0,1,7
60280,CCT North Europe Series #4,245,Counter-Strike: Global Offensive,Europe,,,01/03/2023,16/03/2023,50000.0,,,2023.0,0,27
60222,ESL Open Cup #166 Americas,151,StarCraft II,online,Spain,ES,13/03/2023,13/03/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
60216,ESL Open Cup #166 Europe,151,StarCraft II,online,Spain,ES,13/03/2023,13/03/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
60185,#PassionCraft Knockout,151,StarCraft II,Online,,,11/03/2023,12/03/2023,5000.0,,,2023.0,0,65
60219,ESL Open Cup #166 Korea,151,StarCraft II,online,Spain,ES,12/03/2023,12/03/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
60186,GG-LAN #13,151,StarCraft II,"Brest, France",Lao People's Dem. Rep.,LA,11/03/2023,12/03/2023,159.0,18.5027254609,103.73756404,2023.0,3,65
60223,Berry CruncH Sub Tournament,151,StarCraft II,Online,,,11/03/2023,11/03/2023,1109.98,,,2023.0,0,65
60283,Elisa Invitational Winter 2023,245,Counter-Strike: Global Offensive,Online,,,16/01/2023,11/03/2023,25000.0,,,2023.0,0,27
60159,NorCal StarFest I,151,StarCraft II,"San Jose, CA",Canada,CA,11/03/2023,11/03/2023,1783.68,61.3765600742,-98.2945373672,2023.0,4,65
60157,WardiTV Korean Royale: Season 1 Qualifier #2,151,StarCraft II,Online,Tuvalu,TV,11/03/2023,11/03/2023,150.0,,,2023.0,10,65
60136,Korean Starcraft League #1,151,StarCraft II,Online,,,10/03/2023,10/03/2023,400.0,,,2023.0,0,65
60156,WardiTV Korean Royale: Season 1 Qualifier #1,151,StarCraft II,Online,Tuvalu,TV,10/03/2023,10/03/2023,150.0,,,2023.0,10,65
60158,PiG Sty Festival 3.0 (Hidden Name Tournament),151,StarCraft II,Online,,,09/03/2023,09/03/2023,600.0,,,2023.0,0,65
60020,CCT South Europe Series #3,245,Counter-Strike: Global Offensive,Europe,,,21/02/2023,07/03/2023,50000.0,,,2023.0,0,27
60221,ESL Open Cup #165 Americas,151,StarCraft II,online,Spain,ES,06/03/2023,06/03/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
60215,ESL Open Cup #165 Europe,151,StarCraft II,online,Spain,ES,06/03/2023,06/03/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
60218,ESL Open Cup #165 Korea,151,StarCraft II,online,Spain,ES,05/03/2023,05/03/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
60155,LCK Academy Series 2023 March,164,League of Legends,Online,Saint Lucia,LC,26/02/2023,05/03/2023,2283.0,,,2023.0,2,7
60197,RLCS 2022-23 - Winter: NA Regional 3 - Winter Invitational,409,Rocket League,Online,Serbia and Montenegro,CS,03/03/2023,05/03/2023,100000.0,,,2023.0,19,54
60198,RLCS 2022-23 - Winter: OCE Regional 3 - Winter Invitational,409,Rocket League,Online,Serbia and Montenegro,CS,03/03/2023,05/03/2023,30000.0,,,2023.0,19,54
59933,WardiTV March Open,151,StarCraft II,Online,Tuvalu,TV,05/03/2023,05/03/2023,400.0,,,2023.0,10,65
59927,Afreeca World Invitational #100,151,StarCraft II,Online,,,04/03/2023,04/03/2023,200.0,,,2023.0,0,65
59942,Alpha X Pro Series - RagnaroK vs herO,151,StarCraft II,online,,,04/03/2023,04/03/2023,150.0,,,2023.0,0,65
60196,RLCS 2022-23 - Winter: MENA Regional 3 - Winter Invitational,409,Rocket League,Online,Montenegro,ME,02/03/2023,04/03/2023,30000.0,42.785696291,19.23871376,2023.0,8,54
60137,IntoTheAlphaX Pro Circuit 10,151,StarCraft II,Online,,,28/02/2023,03/03/2023,500.0,,,2023.0,0,65
60331,D7 Show Match: zen vs Vatira,409,Rocket League,Online,,,01/03/2023,01/03/2023,2135.03,,,2023.0,0,54
60170,Rocket Benelux Master Series 2023 - Winter: Regional 2,409,Rocket League,Online,,,20/02/2023,28/02/2023,911.8,,,2023.0,0,54
60220,ESL Open Cup #164 Americas,151,StarCraft II,online,Spain,ES,27/02/2023,27/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
60214,ESL Open Cup #164 Europe,151,StarCraft II,online,Spain,ES,27/02/2023,27/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59928,European Development Championship Season 7,245,Counter-Strike: Global Offensive,Online,,,13/02/2023,27/02/2023,45000.0,,,2023.0,0,27
59805,A1 Gaming League 2022 (CS:GO),245,Counter-Strike: Global Offensive,Online,Serbia and Montenegro,CS,11/12/2022,26/02/2023,16283.4,,,2022.0,179,418
59793,A1 Gaming League 2022 (LoL),164,League of Legends,Online,,,11/12/2022,26/02/2023,13569.5,,,2022.0,0,90
59857,Alpha X Pro Series - herO vs ByuN,151,StarCraft II,online,,,26/02/2023,26/02/2023,150.0,,,2023.0,0,65
59792,Celest Esport The Winner Takes It All,164,League of Legends,Online,,,25/02/2023,26/02/2023,1060.75,,,2023.0,0,7
60217,ESL Open Cup #164 Korea,151,StarCraft II,online,Spain,ES,26/02/2023,26/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
60169,Herculyse’s New Era Series: Galentine's Day Tourney,409,Rocket League,Online,,,26/02/2023,26/02/2023,5000.0,,,2023.0,0,54
59784,LEC Winter 2023,164,League of Legends,"Berlin, Germany",Germany,DE,21/01/2023,26/02/2023,84860.0,51.1062734358,10.3817108727,2023.0,4,7
59929,Polish Pro League AMA PRO #4,245,Counter-Strike: Global Offensive,online,Morocco,MA,15/02/2023,26/02/2023,2234.49,29.8417475558,-8.39640701846,2023.0,1,27
60166,RLCS 2022-23 - Winter: APAC Regional 3 - Winter Invitational,409,Rocket League,Online,Serbia and Montenegro,CS,25/02/2023,26/02/2023,20000.0,,,2023.0,19,54
60168,RLCS 2022-23 - Winter: EU Regional 3 - Winter Invitational,409,Rocket League,Online,Serbia and Montenegro,CS,24/02/2023,26/02/2023,100000.0,,,2023.0,19,54
60167,RLCS 2022-23 - Winter: SAM Regional 3 - Winter Invitational,409,Rocket League,Online,Serbia and Montenegro,CS,24/02/2023,26/02/2023,30000.0,,,2023.0,19,54
60165,RLCS 2022-23 - Winter: SSA Regional 3 - Winter Invitational,409,Rocket League,Online,Serbia and Montenegro,CS,24/02/2023,26/02/2023,20000.0,,,2023.0,19,54
59797,WardiTV Winter Invitational,151,StarCraft II,Online,Tuvalu,TV,22/02/2023,26/02/2023,1500.0,,,2023.0,10,65
59819,EPIC.LAN 38 (SC2),151,StarCraft II,"Kettering, England, United Kingdom",United Kingdom,GB,24/02/2023,25/02/2023,907.5,54.1454903122,-2.88594273633,2023.0,5,65
60332,RL Ireland: Cork LAN 2023,409,Rocket League,"Cork, Ireland",Ireland,IE,25/02/2023,25/02/2023,761.36,53.177727454,-8.14541782157,2023.0,1,54
59858,Alpha X Pro Series - Solar vs ByuN (2023-02-23),151,StarCraft II,online,,,23/02/2023,23/02/2023,150.0,,,2023.0,0,65
52689,CCT West Europe Series #1,245,Counter-Strike: Global Offensive,Europe,,,06/02/2023,23/02/2023,50000.0,,,2023.0,0,27
59796,Kuwait Clash,409,Rocket League,Online,Kuwait,KW,19/02/2023,21/02/2023,3000.0,29.3396377429,47.5943688371,2023.0,1,54
59648,WardiTV February Open,151,StarCraft II,Online,Tuvalu,TV,21/02/2023,21/02/2023,300.0,,,2023.0,10,65
59642,ESL Open Cup #163 Americas,151,StarCraft II,online,Spain,ES,20/02/2023,20/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59643,ESL Open Cup #163 Europe,151,StarCraft II,online,Spain,ES,20/02/2023,20/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
52701,CCT Central Europe Malta Finals,245,Counter-Strike: Global Offensive,"St. Julian's, Malta",Malta,MT,16/02/2023,19/02/2023,100000.0,,,2023.0,1,27
59612,Dave Testa's Open #6,151,StarCraft II,Online,,,19/02/2023,19/02/2023,200.0,,,2023.0,0,65
59644,ESL Open Cup #163 Korea,151,StarCraft II,online,Spain,ES,19/02/2023,19/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59767,RLCS 2022-23 - Winter: NA Regional 2 - Winter Cup,409,Rocket League,Online,Serbia and Montenegro,CS,17/02/2023,19/02/2023,100000.0,,,2023.0,19,54
59769,RLCS 2022-23 - Winter: OCE Regional 2 - Winter Cup,409,Rocket League,Online,Serbia and Montenegro,CS,17/02/2023,19/02/2023,30000.0,,,2023.0,19,54
59581,World Team League 2022 Winter (Code S),151,StarCraft II,Online,,,30/09/2022,19/02/2023,87314.84,,,2022.0,0,349
59768,RLCS 2022-23 - Winter: MENA Regional 2 - Winter Cup,409,Rocket League,Online,Montenegro,ME,16/02/2023,18/02/2023,30000.0,42.785696291,19.23871376,2023.0,8,54
59455,WardiTV Ellie Invitational,151,StarCraft II,Online,Tuvalu,TV,14/02/2023,16/02/2023,910.0,,,2023.0,10,65
52686,CCT North America Series #3,245,Counter-Strike: Global Offensive,North America,,,24/01/2023,13/02/2023,25000.0,,,2023.0,0,27
59388,ESL Open Cup #162 Americas,151,StarCraft II,online,Spain,ES,13/02/2023,13/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59389,ESL Open Cup #162 Europe,151,StarCraft II,online,Spain,ES,13/02/2023,13/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59367,ESL Open Cup #162 Korea,151,StarCraft II,online,Spain,ES,13/02/2023,13/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59742,The Women's Candy Classic,409,Rocket League,Online,,,13/02/2023,13/02/2023,1000.0,,,2023.0,0,54
59351,ESL Impact Katowice 2023,245,Counter-Strike: Global Offensive,"Katowice, Poland",Poland,PL,10/02/2023,12/02/2023,100000.0,52.1248371866,19.3943576278,2023.0,7,27
52703,IEM Season XVII - Katowice (CS:GO),245,Counter-Strike: Global Offensive,"Katowice, Poland",Poland,PL,01/02/2023,12/02/2023,1000000.0,52.1248371866,19.3943576278,2023.0,7,27
59350,IEM Season XVII - Katowice (SC2),151,StarCraft II,"Katowice, Poland",Poland,PL,08/02/2023,12/02/2023,500000.0,52.1248371866,19.3943576278,2023.0,7,65
60269,League Epitech Lyon #5,164,League of Legends,"Lyon, France",France,FR,11/02/2023,12/02/2023,5344.6,42.1820291785,-2.75442214946,2023.0,7,7
59636,RLCS 2022-23 - Winter: APAC Regional 2 - Winter Cup,409,Rocket League,Online,Serbia and Montenegro,CS,11/02/2023,12/02/2023,20000.0,,,2023.0,19,54
59634,RLCS 2022-23 - Winter: EU Regional 2 - Winter Cup,409,Rocket League,Online,Serbia and Montenegro,CS,10/02/2023,12/02/2023,100000.0,,,2023.0,19,54
59637,RLCS 2022-23 - Winter: SAM Regional 2 - Winter Cup,409,Rocket League,Online,Serbia and Montenegro,CS,10/02/2023,12/02/2023,30000.0,,,2023.0,19,54
59635,RLCS 2022-23 - Winter: SSA Regional 2 - Winter Cup,409,Rocket League,Online,Serbia and Montenegro,CS,10/02/2023,12/02/2023,20000.0,,,2023.0,19,54
60172,Rocket League Quebec: St-Valentin 2023,409,Rocket League,Online,,,12/02/2023,12/02/2023,374.57,,,2023.0,0,54
52736,OMEN WGR Challenge 2023,245,Counter-Strike: Global Offensive,Europe,Montenegro,ME,22/01/2023,11/02/2023,16087.8,42.785696291,19.23871376,2023.0,8,27
59743,D7 Show Match: Mawkzy vs Vatira,409,Rocket League,Online,,,08/02/2023,08/02/2023,536.73,,,2023.0,0,54
59178,CCT North Europe Series #3,245,Counter-Strike: Global Offensive,Europe,,,25/01/2023,06/02/2023,50000.0,,,2023.0,0,27
59361,ESL Open Cup #161 Americas,151,StarCraft II,online,Spain,ES,06/02/2023,06/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59356,ESL Open Cup #161 Europe,151,StarCraft II,online,Spain,ES,06/02/2023,06/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59366,ESL Open Cup #161 Korea,151,StarCraft II,online,Spain,ES,06/02/2023,06/02/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
52669,Thunderpick Bitcoin Series #2,245,Counter-Strike: Global Offensive,Europe,,,28/11/2022,06/02/2023,80000.0,,,2022.0,0,418
59610,Dave Testa's Open #5,151,StarCraft II,Online,,,05/02/2023,05/02/2023,200.0,,,2023.0,0,65
59896,ESL Impact Cash Cup: Europe - Winter 2023 #3,245,Counter-Strike: Global Offensive,Online,Spain,ES,04/02/2023,05/02/2023,1000.0,40.2274328729,-3.65226540732,2023.0,46,27
59900,ESL Impact Cash Cup: South Africa - Winter 2023 #3,245,Counter-Strike: Global Offensive,Online,Spain,ES,04/02/2023,05/02/2023,500.0,40.2274328729,-3.65226540732,2023.0,46,27
59898,ESL Impact Cash Cup: South America - Winter 2023 #3,245,Counter-Strike: Global Offensive,Online,Spain,ES,04/02/2023,05/02/2023,1000.0,40.2274328729,-3.65226540732,2023.0,46,27
60154,LCK Academy Series 2023 February,164,League of Legends,Online,Saint Lucia,LC,29/01/2023,05/02/2023,2379.0,,,2023.0,2,7
60171,OCRS 2023 Winter Cup,409,Rocket League,Online,Serbia,RS,04/02/2023,05/02/2023,1118.08,44.221300008,20.7902937118,2023.0,1,54
59624,RLCS 2022-23 - Winter: NA Regional 1 - Winter Open,409,Rocket League,Online,Serbia and Montenegro,CS,03/02/2023,05/02/2023,100000.0,,,2023.0,19,54
59255,RLCS 2022-23 - Winter: OCE Regional 1 - Winter Open,409,Rocket League,Online,Serbia and Montenegro,CS,03/02/2023,05/02/2023,30000.0,,,2023.0,19,54
59815,Wandercon 2023 (LoL),164,League of Legends,"Osijek, Croatia",Croatia,HR,05/02/2023,05/02/2023,5398.99,45.0684270744,16.3978320054,2023.0,1,7
59257,Wandercon 2023 (RL),409,Rocket League,Offline,,,05/02/2023,05/02/2023,1079.8,,,2023.0,0,54
59371,Alpha K-Cup 2,151,StarCraft II,Online,,,27/01/2023,04/02/2023,1076.0,,,2023.0,0,65
59256,RLCS 2022-23 - Winter: MENA Regional 1 - Winter Open,409,Rocket League,Online,Montenegro,ME,02/02/2023,04/02/2023,30000.0,42.785696291,19.23871376,2023.0,8,54
59254,Rocket Benelux Master Series 2023 - Winter: Regional 1,409,Rocket League,Online,,,23/01/2023,31/01/2023,933.78,,,2023.0,0,54
59360,ESL Open Cup #160 Americas,151,StarCraft II,online,Spain,ES,30/01/2023,30/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59355,ESL Open Cup #160 Europe,151,StarCraft II,online,Spain,ES,30/01/2023,30/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59365,ESL Open Cup #160 Korea,151,StarCraft II,online,Spain,ES,30/01/2023,30/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59859,Alpha X Pro Series - MaxPax vs ByuN (2023-01-29),151,StarCraft II,online,,,29/01/2023,29/01/2023,150.0,,,2023.0,0,65
53229,BLAST Premier: Spring Groups 2023,245,Counter-Strike: Global Offensive,"Copenhagen, Denmark",Lao People's Dem. Rep.,LA,19/01/2023,29/01/2023,177498.0,18.5027254609,103.73756404,2023.0,3,27
59895,ESL Impact Cash Cup: Europe - Winter 2023 #2,245,Counter-Strike: Global Offensive,Online,Spain,ES,28/01/2023,29/01/2023,1000.0,40.2274328729,-3.65226540732,2023.0,46,27
59899,ESL Impact Cash Cup: South Africa - Winter 2023 #2,245,Counter-Strike: Global Offensive,Online,Spain,ES,28/01/2023,29/01/2023,500.0,40.2274328729,-3.65226540732,2023.0,46,27
59897,ESL Impact Cash Cup: South America - Winter 2023 #2,245,Counter-Strike: Global Offensive,Online,Spain,ES,28/01/2023,29/01/2023,1000.0,40.2274328729,-3.65226540732,2023.0,46,27
59165,RLCS 2022-23 - Winter: APAC Regional 1 - Winter Open,409,Rocket League,Online,Serbia and Montenegro,CS,28/01/2023,29/01/2023,20000.0,,,2023.0,19,54
59163,RLCS 2022-23 - Winter: EU Regional 1 - Winter Open,409,Rocket League,Online,Serbia and Montenegro,CS,27/01/2023,29/01/2023,100000.0,,,2023.0,19,54
59166,RLCS 2022-23 - Winter: SAM Regional 1 - Winter Open,409,Rocket League,Online,Serbia and Montenegro,CS,27/01/2023,29/01/2023,30000.0,,,2023.0,19,54
59164,RLCS 2022-23 - Winter: SSA Regional 1 - Winter Open,409,Rocket League,Online,Serbia and Montenegro,CS,27/01/2023,29/01/2023,20000.0,,,2023.0,19,54
59372,WardiTV January Open,151,StarCraft II,Online,Tuvalu,TV,28/01/2023,28/01/2023,400.0,,,2023.0,10,65
54288,CCT South Europe Series #2,245,Counter-Strike: Global Offensive,Europe,,,14/01/2023,26/01/2023,50000.0,,,2023.0,0,27
59103,LA3EB Rocket League Competition #5 - Playoffs,409,Rocket League,Online,Lao People's Dem. Rep.,LA,26/01/2023,26/01/2023,1333.33,18.5027254609,103.73756404,2023.0,3,54
58994,European Pro League Season 5 (CS:GO),245,Counter-Strike: Global Offensive,Online,Serbia and Montenegro,CS,09/01/2023,25/01/2023,20000.0,,,2023.0,19,27
58977,G1 Invitational,409,Rocket League,Online,,,24/01/2023,25/01/2023,10000.0,,,2023.0,0,54
59179,Feer Show Match: Comm vs Cosmic,409,Rocket League,Online,,,24/01/2023,24/01/2023,10.0,,,2023.0,0,54
59359,ESL Open Cup #159 Americas,151,StarCraft II,online,Spain,ES,23/01/2023,23/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59354,ESL Open Cup #159 Europe,151,StarCraft II,online,Spain,ES,23/01/2023,23/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59364,ESL Open Cup #159 Korea,151,StarCraft II,online,Spain,ES,23/01/2023,23/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59655,GENESIS 9 (SSBM Singles),204,Super Smash Bros. Melee,"San Jose, CA",Georgia,GE,20/01/2023,23/01/2023,18765.03,42.1690379193,43.5070595604,2023.0,3,1
59104,Bliss Summer Cup,409,Rocket League,Online,,,21/01/2023,22/01/2023,694.94,,,2023.0,0,54
58974,NXTLVL Bubble Classic Presented by Oakley,409,Rocket League,Online,Latvia,LV,21/01/2023,22/01/2023,2500.0,56.8520035624,24.9079168191,2023.0,1,54
59172,OSC Championship 10,151,StarCraft II,Online,Seychelles,SC,05/01/2023,22/01/2023,5050.0,,,2023.0,1,65
58882,Afreeca World Invitational #99,151,StarCraft II,Online,,,21/01/2023,21/01/2023,200.0,,,2023.0,0,65
59008,FASTCUP ICEHACK #3,245,Counter-Strike: Global Offensive,Online,Western Sahara,EH,21/01/2023,21/01/2023,300.0,,,2023.0,1,27
59860,Alpha X Pro Series - Astrea vs Spirit (2023-01-18),151,StarCraft II,online,,,18/01/2023,18/01/2023,100.0,,,2023.0,0,65
58995,SDTV Invitational Series #3,245,Counter-Strike: Global Offensive,Online,Tuvalu,TV,13/01/2023,18/01/2023,4000.0,,,2023.0,10,27
59358,ESL Open Cup #158 Americas,151,StarCraft II,online,Spain,ES,16/01/2023,16/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59353,ESL Open Cup #158 Europe,151,StarCraft II,online,Spain,ES,16/01/2023,16/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59363,ESL Open Cup #158 Korea,151,StarCraft II,online,Spain,ES,16/01/2023,16/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
58920,Double Vision,409,Rocket League,Online,,,14/01/2023,15/01/2023,2222.0,,,2023.0,0,54
58903,ESL Impact Cash Cup: Europe - Winter 2023 #1,245,Counter-Strike: Global Offensive,Online,Spain,ES,14/01/2023,15/01/2023,1000.0,40.2274328729,-3.65226540732,2023.0,46,27
58904,ESL Impact Cash Cup: South Africa - Winter 2023 #1,245,Counter-Strike: Global Offensive,Online,Spain,ES,14/01/2023,15/01/2023,500.0,40.2274328729,-3.65226540732,2023.0,46,27
58902,ESL Impact Cash Cup: South America - Winter 2023 #1,245,Counter-Strike: Global Offensive,Online,Spain,ES,14/01/2023,15/01/2023,1000.0,40.2274328729,-3.65226540732,2023.0,46,27
59041,European League Finals 2022 (RL),409,Rocket League,Online,,,13/01/2023,15/01/2023,5417.95,,,2023.0,0,54
58938,Forward Cup,245,Counter-Strike: Global Offensive,Europe,,,14/12/2022,15/01/2023,50000.0,,,2022.0,0,418
58692,Red Cross Cup,151,StarCraft II,Online,,,14/01/2023,15/01/2023,1000.0,,,2023.0,0,65
58973,Bubble Trubble Open Cup #1,409,Rocket League,Online,,,14/01/2023,14/01/2023,2167.86,,,2023.0,0,54
59623,Neujahresturnier 2023 (RL),409,Rocket League,Online,,,14/01/2023,14/01/2023,216.79,,,2023.0,0,54
58798,Urban Series #4,409,Rocket League,"Paris, France",France,FR,14/01/2023,14/01/2023,1083.93,42.1820291785,-2.75442214946,2023.0,7,54
58957,Adapt Classic,409,Rocket League,Online,,,13/01/2023,13/01/2023,69.5,,,2023.0,0,54
59975,Alpha Pro Series: Ultimate Showdown #13,151,StarCraft II,Online,,,11/01/2023,13/01/2023,500.0,,,2023.0,0,65
59102,LifeIsCool Show Match: Moist Esports vs G1,409,Rocket League,Online,,,13/01/2023,13/01/2023,1081.28,,,2023.0,0,54
59010,FASTCUP Snow Ladies Cup 2x2 #1,245,Counter-Strike: Global Offensive,Online,Sao Tome and Principe,ST,12/01/2023,12/01/2023,100.0,,,2023.0,1,27
59051,Reidthesloth x RLStats Show Match: Wahvey vs aZapatos,409,Rocket League,Online,Lesotho,LS,11/01/2023,11/01/2023,40.0,-29.5798587816,28.2284419379,2023.0,3,54
59049,Reidthesloth x RLStats Show Match: Wahvey vs Cosmic,409,Rocket League,Online,Lesotho,LS,11/01/2023,11/01/2023,40.0,-29.5798587816,28.2284419379,2023.0,3,54
59357,ESL Open Cup #157 Americas,151,StarCraft II,online,Spain,ES,09/01/2023,09/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59352,ESL Open Cup #157 Europe,151,StarCraft II,online,Spain,ES,09/01/2023,09/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59362,ESL Open Cup #157 Korea,151,StarCraft II,online,Spain,ES,09/01/2023,09/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
59050,Reidthesloth x RLStats: Ckeno vs Sweaty Clarence,409,Rocket League,Online,Lesotho,LS,08/01/2023,08/01/2023,70.0,-29.5798587816,28.2284419379,2023.0,3,54
59261,Synth's NA Clash 2023 (RL),409,Rocket League,Online,Namibia,,08/01/2023,08/01/2023,300.0,,,2023.0,0,54
58678,World Team League 2022 Winter (2v2),151,StarCraft II,Online,,,03/01/2023,08/01/2023,9225.0,,,2023.0,0,65
59260,SSA 6Mans Skirmish: Astronic x Team Espionage,409,Rocket League,Online,"South Sudan, The Republic of",SS,06/01/2023,07/01/2023,160.59,,,2023.0,1,54
59943,Alpha X Pro Series - Solar vs Astrea,151,StarCraft II,online,,,06/01/2023,06/01/2023,150.0,,,2023.0,0,65
59052,Esportz Premier Series 2022,409,Rocket League,Online,,,03/01/2023,06/01/2023,6071.76,,,2023.0,0,54
59259,Rocket Benelux Masters December 2022,409,Rocket League,Online,,,06/01/2023,06/01/2023,541.67,,,2023.0,0,54
59258,Community Gaming - Series #1,409,Rocket League,Online,,,03/01/2023,03/01/2023,150.0,,,2023.0,0,54
58586,Reidthesloth Show Match: aZapatos vs Cosmic,409,Rocket League,Online,,,03/01/2023,03/01/2023,100.0,,,2023.0,0,54
58431,ESL Open Cup #156 Americas,151,StarCraft II,online,Spain,ES,02/01/2023,02/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
58427,ESL Open Cup #156 Europe,151,StarCraft II,online,Spain,ES,02/01/2023,02/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
58428,ESL Open Cup #156 Korea,151,StarCraft II,online,Spain,ES,02/01/2023,02/01/2023,400.0,40.2274328729,-3.65226540732,2023.0,46,65
58334,Torn Esports: New Years Bash 2023,409,Rocket League,Oceania,,,01/01/2023,01/01/2023,68.14,,,2023.0,0,54
59861,Alpha X Pro Series - GuMiho vs Solar (2022-12-30),151,StarCraft II,online,,,30/12/2022,30/12/2022,100.0,,,2022.0,0,349
58662,ESEA EU CS:GO Main Season 43,245,Counter-Strike: Global Offensive,Online,Serbia and Montenegro,CS,23/10/2022,30/12/2022,10000.0,,,2022.0,179,418
58842,European Pro League: Winter Holidays Cup 2022,245,Counter-Strike: Global Offensive,Online,,,29/12/2022,30/12/2022,10000.0,,,2022.0,0,418
58351,Feer Fest Finale: Europe,409,Rocket League,Online,,,27/12/2022,30/12/2022,7500.0,,,2022.0,0,478
58347,WardiTV Christmas Invitational 6,151,StarCraft II,Online,Tuvalu,TV,22/12/2022,30/12/2022,2000.0,,,2022.0,38,349
58671,ESEA EU CS:GO IM Season 43,245,Counter-Strike: Global Offensive,Online,Serbia and Montenegro,CS,23/10/2022,29/12/2022,6000.0,,,2022.0,179,418
58655,ESEA ZA CS:GO Main Season 43,245,Counter-Strike: Global Offensive,Online,Serbia and Montenegro,CS,26/10/2022,29/12/2022,6650.0,,,2022.0,179,418
58346,Feer Fest Finale: North America,409,Rocket League,Online,,,27/12/2022,29/12/2022,7500.0,,,2022.0,0,478
59263,OSC Mid Season Playoffs 2022 #2,151,StarCraft II,Online,Seychelles,SC,16/09/2022,29/12/2022,2000.0,,,2022.0,28,349
58157,Demacia Cup 2022 (LoL),164,League of Legends,"Shanghai, China",China,CN,14/12/2022,27/12/2022,171996.0,36.5602062669,103.831751251,2022.0,207,90
58430,ESL Open Cup #155 Americas,151,StarCraft II,online,Spain,ES,26/12/2022,26/12/2022,400.0,40.2274328729,-3.65226540732,2022.0,327,349
58426,ESL Open Cup #155 Europe,151,StarCraft II,online,Spain,ES,26/12/2022,26/12/2022,400.0,40.2274328729,-3.65226540732,2022.0,327,349
58429,ESL Open Cup #155 Korea,151,StarCraft II,online,Spain,ES,25/12/2022,25/12/2022,400.0,40.2274328729,-3.65226540732,2022.0,327,349
58152,eXTREMESLAND Festival 2022,245,Counter-Strike: Global Offensive,Asia,RÃ©union,RE,24/12/2022,25/12/2022,21495.0,,,2022.0,30,418
59036,FASTCUP Grand Tour #2,245,Counter-Strike: Global Offensive,Online,Sao Tome and Principe,ST,24/12/2022,25/12/2022,5000.0,,,2022.0,22,418
58348,WardiTV Christmas Day Games 2022,151,StarCraft II,Online,Tuvalu,TV,25/12/2022,25/12/2022,2375.0,,,2022.0,38,349
58456,Aim Masters 2022-12-24,245,Counter-Strike: Global Offensive,Online,,,24/12/2022,24/12/2022,1.82,,,2022.0,0,418
59862,Alpha X Pro Series - GuMiho vs Has,151,StarCraft II,online,,,23/12/2022,23/12/2022,100.0,,,2022.0,0,349
58718,IntoTheAlphaX Super Series #91,151,StarCraft II,Online,,,23/12/2022,23/12/2022,200.0,,,2022.0,0,349
58219,True Wingman,245,Counter-Strike: Global Offensive,Online,,,23/12/2022,23/12/2022,3.76,,,2022.0,0,418
58014,Alpha X Xmas Cup 2022,151,StarCraft II,Online,,,21/12/2022,22/12/2022,500.0,,,2022.0,0,349
59040,FASTCUP Grand Tour #2: Open Qualifier #4,245,Counter-Strike: Global Offensive,Online,Sao Tome and Principe,ST,22/12/2022,22/12/2022,100.0,,,2022.0,22,418
